iteration,type,subtype,id,money
10,agent,Middle,G30,5000000.00
10,agent,Middle,G31,5747034.47
10,agent,Middle,G32,5000000.00
10,agent,Middle,G33,5746635.75
10,agent,Middle,G34,5001859.97
10,agent,Middle,G35,5000000.00
10,agent,Middle,G36,5000000.00
10,agent,Middle,G37,4963385.81
10,agent,Middle,G38,5000000.00
10,agent,Middle,G39,5000000.00
10,agent,Middle,G40,5000000.00
10,agent,Middle,G41,3608729.77
10,agent,Middle,G42,4247590.83
10,agent,Middle,G43,5000000.00
10,agent,Middle,G44,5000000.00
10,agent,Middle,G45,5000000.00
10,agent,Middle,G46,5031449.01
10,agent,Middle,G47,5000000.00
10,agent,Middle,G48,5000000.00
10,agent,Middle,G49,4247034.47
10,agent,Middle,G50,5000000.00
10,agent,Middle,G51,4246635.75
10,agent,Middle,G52,5747740.92
10,agent,Middle,G53,5000000.00
10,agent,Middle,G54,5747774.56
10,agent,Middle,G55,5055333.07
10,agent,Middle,G56,5000000.00
10,agent,Middle,G57,5000000.00
10,agent,Middle,G58,5000000.00
10,agent,Middle,G59,5000000.00
10,agent,Middle,G60,5000000.00
10,agent,Middle,G61,5000000.00
10,agent,Middle,G62,5000000.00
10,agent,Middle,G63,5067530.80
10,agent,Middle,G64,5006099.10
10,agent,Middle,G65,5000000.00
10,agent,Middle,G66,5000000.00
10,agent,Middle,G67,5000000.00
10,agent,Middle,G68,5000000.00
10,agent,Middle,G69,5079065.14
10,agent,Middle,G70,5000000.00
10,agent,Middle,G71,5000000.00
10,agent,Middle,G72,5000000.00
10,agent,Middle,G73,5000000.00
10,agent,Middle,G74,5000000.00
10,agent,Middle,G75,5000000.00
10,agent,Middle,G76,5000000.00
10,agent,Middle,G77,5000000.00
10,agent,Middle,G78,5000000.00
10,agent,Middle,G79,5000000.00
10,agent,Low,G80,10000.00
10,agent,Low,G81,10000.00
10,agent,Low,G82,10000.00
10,agent,Low,G83,10000.00
10,agent,Low,G84,10203.60
10,agent,Low,G85,10205.30
10,agent,Low,G86,10000.00
10,agent,Low,G87,10000.00
10,agent,Low,G88,10000.00
10,agent,Low,G89,10000.00
10,agent,Low,G90,9799.27
10,agent,Low,G91,10000.00
10,agent,Low,G92,10000.00
10,agent,Low,G93,10000.00
10,agent,Low,G94,9799.36
10,agent,Low,G95,10000.00
10,agent,Low,G96,10000.00
10,agent,Low,G97,10000.00
10,agent,Low,G98,10000.00
10,agent,Low,G99,10013.19
10,firm,,F0,69014781.48
10,firm,,F1,78085641.29
10,firm,,F2,37005931.15
10,firm,,F3,74000000.00
10,firm,,F4,85002411.38
10,firm,,F5,56004518.16
10,firm,,F6,23000000.00
10,firm,,F7,46000494.68
10,firm,,F8,24000000.00
10,firm,,F9,71052908.76
10,regulator,,R0,1000000000.00
20,agent,High,G0,10000001.86
20,agent,High,G1,11494987.53
20,agent,High,G2,10000000.00
20,agent,High,G3,8494488.59
20,agent,High,G4,10000000.00
20,agent,Middle,G5,5635287.58
20,agent,Middle,G6,4250124.17
20,agent,Middle,G7,5000000.00
20,agent,Middle,G8,5000000.00
20,agent,Middle,G9,6495217.40
20,agent,Middle,G10,5000000.00
20,agent,Middle,G11,5007775.87
20,agent,Middle,G12,5000000.00
20,agent,Middle,G13,5018118.27
20,agent,Middle,G14,5000000.00
20,agent,Middle,G15,5000000.00
20,agent,Middle,G16,5009305.62
20,agent,Middle,G17,5000000.00
20,agent,Middle,G18,5000000.00
20,agent,Middle,G19,5000000.00
20,agent,Middle,G20,5000000.00
20,agent,Middle,G21,5038555.32
20,agent,Middle,G22,5068474.22
20,agent,Middle,G23,5000000.00
20,agent,Middle,G24,5746715.58
20,agent,Middle,G25,4247740.92
20,agent,Middle,G26,4294769.70
20,agent,Middle,G27,5000000.00
20,agent,Middle,G28,5000021.72
20,agent,Middle,G29,4967275.52
20,agent,Middle,G30,5000000.00
20,agent,Middle,G31,4917225.38
20,agent,Middle,G32,5858245.59
20,agent,Middle,G33,5746635.75
20,agent,Middle,G34,4999493.34
20,agent,Middle,G35,4247626.57
20,agent,Middle,G36,5000000.00
20,agent,Middle,G37,4963385.81
20,agent,Middle,G38,5753995.04
20,agent,Middle,G39,5000000.00
20,agent,Middle,G40,5000000.00
20,agent,Middle,G41,3608729.77
20,agent,Middle,G42,4247590.83
20,agent,Middle,G43,5000000.00
20,agent,Middle,G44,5000000.00
20,agent,Middle,G45,5747646.95
20,agent,Middle,G46,5031449.01
20,agent,Middle,G47,5000000.00
20,agent,Middle,G48,5000000.00
20,agent,Middle,G49,4247034.47
20,agent,Middle,G50,4247646.95
20,agent,Middle,G51,4248934.01
20,agent,Middle,G52,5747740.92
20,agent,Middle,G53,5000000.00
20,agent,Middle,G54,5747774.56
20,agent,Middle,G55,5046027.44
20,agent,Middle,G56,5000000.00
20,agent,Middle,G57,5000000.00
20,agent,Middle,G58,5000000.00
20,agent,Middle,G59,5000000.00
20,agent,Middle,G60,5000000.00
20,agent,Middle,G61,4993729.34
20,agent,Middle,G62,5747997.01
20,agent,Middle,G63,5067530.80
20,agent,Middle,G64,5013043.29
20,agent,Middle,G65,4246715.58
20,agent,Middle,G66,5000000.00
20,agent,Middle,G67,4934510.39
20,agent,Middle,G68,5000000.00
20,agent,Middle,G69,5016571.95
20,agent,Middle,G70,5000000.00
20,agent,Middle,G71,5000000.00
20,agent,Middle,G72,5000000.00
20,agent,Middle,G73,5000000.00
20,agent,Middle,G74,5000000.00
20,agent,Middle,G75,5000000.00
20,agent,Middle,G76,5000000.00
20,agent,Middle,G77,4999990.48
20,agent,Middle,G78,5000000.00
20,agent,Middle,G79,5000000.00
20,agent,Low,G80,10000.00
20,agent,Low,G81,10199.20
20,agent,Low,G82,10000.00
20,agent,Low,G83,10000.00
20,agent,Low,G84,10203.60
20,agent,Low,G85,-75087.13
20,agent,Low,G86,10000.00
20,agent,Low,G87,10000.00
20,agent,Low,G88,10000.00
20,agent,Low,G89,10195.45
20,agent,Low,G90,9602.76
20,agent,Low,G91,10000.00
20,agent,Low,G92,9799.20
20,agent,Low,G93,10078.75
20,agent,Low,G94,9799.36
20,agent,Low,G95,10009.29
20,agent,Low,G96,10000.00
20,agent,Low,G97,10195.49
20,agent,Low,G98,9602.79
20,agent,Low,G99,8171.46
20,firm,,F0,69081475.50
20,firm,,F1,78089776.22
20,firm,,F2,37008025.38
20,firm,,F3,74000000.00
20,firm,,F4,85107427.09
20,firm,,F5,56071965.37
20,firm,,F6,23000000.00
20,firm,,F7,46058288.10
20,firm,,F8,24029648.74
20,firm,,F9,71143049.28
20,regulator,,R0,1000000000.00
30,agent,High,G0,12067899.54
30,agent,High,G1,10251828.42
30,agent,High,G2,8920183.55
30,agent,High,G3,10722225.60
30,agent,High,G4,10500000.00
30,agent,Middle,G5,5719816.89
30,agent,Middle,G6,4313876.03
30,agent,Middle,G7,5075000.00
30,agent,Middle,G8,4310839.61
30,agent,Middle,G9,6592645.66
30,agent,Middle,G10,5075000.00
30,agent,Middle,G11,5082892.51
30,agent,Middle,G12,5075000.00
30,agent,Middle,G13,5037007.81
30,agent,Middle,G14,4310376.54
30,agent,Middle,G15,5075000.00
30,agent,Middle,G16,5092480.26
30,agent,Middle,G17,5114516.03
30,agent,Middle,G18,5075000.00
30,agent,Middle,G19,5081926.59
30,agent,Middle,G20,5075000.00
30,agent,Middle,G21,5786314.73
30,agent,Middle,G22,5144501.33
30,agent,Middle,G23,4310436.50
30,agent,Middle,G24,5832916.31
30,agent,Middle,G25,4311457.04
30,agent,Middle,G26,4355815.20
30,agent,Middle,G27,5104429.84
30,agent,Middle,G28,5075022.04
30,agent,Middle,G29,5041784.65
30,agent,Middle,G30,5833339.61
30,agent,Middle,G31,4905695.92
30,agent,Middle,G32,5946119.28
30,agent,Middle,G33,5832835.29
30,agent,Middle,G34,5074485.74
30,agent,Middle,G35,4311340.97
30,agent,Middle,G36,5075000.00
30,agent,Middle,G37,5037836.59
30,agent,Middle,G38,5840304.96
30,agent,Middle,G39,5075000.00
30,agent,Middle,G40,5075000.00
30,agent,Middle,G41,3662860.72
30,agent,Middle,G42,5182508.37
30,agent,Middle,G43,5057497.91
30,agent,Middle,G44,5075000.00
30,agent,Middle,G45,5833861.65
30,agent,Middle,G46,5106920.75
30,agent,Middle,G47,5075000.00
30,agent,Middle,G48,5077222.53
30,agent,Middle,G49,3661294.77
30,agent,Middle,G50,5069298.15
30,agent,Middle,G51,4312668.02
30,agent,Middle,G52,4954973.61
30,agent,Middle,G53,5077611.84
30,agent,Middle,G54,5833991.18
30,agent,Middle,G55,5076973.30
30,agent,Middle,G56,5075000.00
30,agent,Middle,G57,5078376.04
30,agent,Middle,G58,5075000.00
30,agent,Middle,G59,5075000.00
30,agent,Middle,G60,5075000.00
30,agent,Middle,G61,5826511.83
30,agent,Middle,G62,5787280.90
30,agent,Middle,G63,5143543.77
30,agent,Middle,G64,5088238.94
30,agent,Middle,G65,4310416.31
30,agent,Middle,G66,5075000.00
30,agent,Middle,G67,5008528.04
30,agent,Middle,G68,5075000.00
30,agent,Middle,G69,5091820.53
30,agent,Middle,G70,5075000.00
30,agent,Middle,G71,5075000.00
30,agent,Middle,G72,5115498.30
30,agent,Middle,G73,5075000.00
30,agent,Middle,G74,5075000.00
30,agent,Middle,G75,5075000.00
30,agent,Middle,G76,5075000.00
30,agent,Middle,G77,5074990.34
30,agent,Middle,G78,5114763.76
30,agent,Middle,G79,5075000.00
30,agent,Low,G80,10050.00
30,agent,Low,G81,10250.20
30,agent,Low,G82,9848.47
30,agent,Low,G83,10050.00
30,agent,Low,G84,10048.70
30,agent,Low,G85,-75462.56
30,agent,Low,G86,10050.00
30,agent,Low,G87,9848.23
30,agent,Low,G88,10050.00
30,agent,Low,G89,10246.43
30,agent,Low,G90,9650.77
30,agent,Low,G91,10050.00
30,agent,Low,G92,9848.20
30,agent,Low,G93,10317.32
30,agent,Low,G94,-45963.71
30,agent,Low,G95,10059.33
30,agent,Low,G96,10250.47
30,agent,Low,G97,10246.46
30,agent,Low,G98,9650.81
30,agent,Low,G99,8412.56
30,firm,,F0,69166207.93
30,firm,,F1,78090091.41
30,firm,,F2,37055370.48
30,firm,,F3,74012483.20
30,firm,,F4,85190104.15
30,firm,,F5,56133099.10
30,firm,,F6,23061976.20
30,firm,,F7,46141406.16
30,firm,,F8,24047033.38
30,firm,,F9,71143166.49
30,regulator,,R0,1000000000.00
40,agent,High,G0,12067899.54
40,agent,High,G1,10251828.42
40,agent,High,G2,8920183.55
40,agent,High,G3,10722225.60
40,agent,High,G4,10500000.00
40,agent,Middle,G5,5719816.89
40,agent,Middle,G6,4313876.03
40,agent,Middle,G7,4310919.60
40,agent,Middle,G8,4344561.54
40,agent,Middle,G9,6592645.66
40,agent,Middle,G10,5075000.00
40,agent,Middle,G11,5842210.07
40,agent,Middle,G12,4311095.62
40,agent,Middle,G13,5037007.81
40,agent,Middle,G14,4310522.84
40,agent,Middle,G15,4311152.32
40,agent,Middle,G16,5092480.26
40,agent,Middle,G17,5111173.60
40,agent,Middle,G18,5621740.69
40,agent,Middle,G19,5114069.03
40,agent,Middle,G20,5075000.00
40,agent,Middle,G21,5800145.48
40,agent,Middle,G22,5144501.33
40,agent,Middle,G23,4310450.92
40,agent,Middle,G24,6476713.44
40,agent,Middle,G25,4311457.04
40,agent,Middle,G26,4355619.20
40,agent,Middle,G27,5072551.84
40,agent,Middle,G28,5075022.04
40,agent,Middle,G29,4283016.88
40,agent,Middle,G30,5833339.61
40,agent,Middle,G31,4905695.92
40,agent,Middle,G32,5946119.28
40,agent,Middle,G33,5894143.23
40,agent,Middle,G34,5074485.74
40,agent,Middle,G35,4311340.97
40,agent,Middle,G36,5075000.00
40,agent,Middle,G37,5037836.59
40,agent,Middle,G38,6594072.59
40,agent,Middle,G39,5075139.09
40,agent,Middle,G40,3661146.04
40,agent,Middle,G41,3662860.72
40,agent,Middle,G42,5182508.37
40,agent,Middle,G43,5057497.91
40,agent,Middle,G44,5075000.00
40,agent,Middle,G45,5833861.65
40,agent,Middle,G46,5106920.75
40,agent,Middle,G47,4310909.68
40,agent,Middle,G48,5077222.53
40,agent,Middle,G49,3109647.03
40,agent,Middle,G50,5069298.15
40,agent,Middle,G51,4312668.02
40,agent,Middle,G52,4954973.61
40,agent,Middle,G53,5077611.84
40,agent,Middle,G54,5833991.18
40,agent,Middle,G55,5076973.30
40,agent,Middle,G56,5078146.43
40,agent,Middle,G57,5078376.04
40,agent,Middle,G58,5075000.00
40,agent,Middle,G59,5075000.00
40,agent,Middle,G60,5075000.00
40,agent,Middle,G61,4949732.12
40,agent,Middle,G62,5787280.90
40,agent,Middle,G63,5143543.77
40,agent,Middle,G64,5846648.62
40,agent,Middle,G65,4310416.31
40,agent,Middle,G66,5075000.00
40,agent,Middle,G67,5766526.49
40,agent,Middle,G68,5075000.00
40,agent,Middle,G69,5850240.14
40,agent,Middle,G70,4311817.57
40,agent,Middle,G71,5833595.62
40,agent,Middle,G72,5873978.62
40,agent,Middle,G73,5075000.00
40,agent,Middle,G74,5075000.00
40,agent,Middle,G75,5075000.00
40,agent,Middle,G76,5075000.00
40,agent,Middle,G77,5074990.34
40,agent,Middle,G78,5985731.48
40,agent,Middle,G79,5075000.00
40,agent,Low,G80,10050.00
40,agent,Low,G81,10250.20
40,agent,Low,G82,9848.47
40,agent,Low,G83,10082.40
40,agent,Low,G84,10048.70
40,agent,Low,G85,-75462.56
40,agent,Low,G86,10050.00
40,agent,Low,G87,9848.23
40,agent,Low,G88,10050.00
40,agent,Low,G89,10246.43
40,agent,Low,G90,9679.93
40,agent,Low,G91,10220.09
40,agent,Low,G92,9850.83
40,agent,Low,G93,10317.32
40,agent,Low,G94,-45963.71
40,agent,Low,G95,10112.87
40,agent,Low,G96,10250.47
40,agent,Low,G97,10246.46
40,agent,Low,G98,9650.81
40,agent,Low,G99,8371.09
40,firm,,F0,69170392.36
40,firm,,F1,78122145.41
40,firm,,F2,37061029.15
40,firm,,F3,74017851.65
40,firm,,F4,85195104.30
40,firm,,F5,56138779.74
40,firm,,F6,23062350.61
40,firm,,F7,46158731.15
40,firm,,F8,24058395.39
40,firm,,F9,71143338.49
40,regulator,,R0,1000000000.00
50,agent,High,G0,12671294.52
50,agent,High,G1,7768524.29
50,agent,High,G2,10732917.49
50,agent,High,G3,11258336.88
50,agent,High,G4,12635334.01
50,agent,Middle,G5,5863680.13
50,agent,Middle,G6,4378584.17
50,agent,Middle,G7,4375583.40
50,agent,Middle,G8,4409729.96
50,agent,Middle,G9,6696478.26
50,agent,Middle,G10,5145955.15
50,agent,Middle,G11,5929843.23
50,agent,Middle,G12,4375762.06
50,agent,Middle,G13,5112562.93
50,agent,Middle,G14,3716804.30
50,agent,Middle,G15,4375819.61
50,agent,Middle,G16,6048357.09
50,agent,Middle,G17,5187841.20
50,agent,Middle,G18,5706066.80
50,agent,Middle,G19,5190780.06
50,agent,Middle,G20,5151125.00
50,agent,Middle,G21,5000367.94
50,agent,Middle,G22,4436002.30
50,agent,Middle,G23,4375124.05
50,agent,Middle,G24,6573864.14
50,agent,Middle,G25,4376128.89
50,agent,Middle,G26,4420953.49
50,agent,Middle,G27,5148640.12
50,agent,Middle,G28,5151147.37
50,agent,Middle,G29,4347262.13
50,agent,Middle,G30,5920839.71
50,agent,Middle,G31,4979281.36
50,agent,Middle,G32,6035311.07
50,agent,Middle,G33,5913832.17
50,agent,Middle,G34,5150603.03
50,agent,Middle,G35,4376011.08
50,agent,Middle,G36,5151125.00
50,agent,Middle,G37,5113404.14
50,agent,Middle,G38,5686331.09
50,agent,Middle,G39,5151240.37
50,agent,Middle,G40,4531992.75
50,agent,Middle,G41,3717803.63
50,agent,Middle,G42,5260246.00
50,agent,Middle,G43,5133352.64
50,agent,Middle,G44,5151125.00
50,agent,Middle,G45,6702203.68
50,agent,Middle,G46,5183524.56
50,agent,Middle,G47,4387876.91
50,agent,Middle,G48,5153380.87
50,agent,Middle,G49,3156291.73
50,agent,Middle,G50,5145337.62
50,agent,Middle,G51,4377358.04
50,agent,Middle,G52,5029298.21
50,agent,Middle,G53,5153776.01
50,agent,Middle,G54,5921697.28
50,agent,Middle,G55,5153127.90
50,agent,Middle,G56,5154318.63
50,agent,Middle,G57,5154551.68
50,agent,Middle,G58,6152367.51
50,agent,Middle,G59,4375256.02
50,agent,Middle,G60,5256304.69
50,agent,Middle,G61,5046169.79
50,agent,Middle,G62,4991315.49
50,agent,Middle,G63,5220696.92
50,agent,Middle,G64,5934348.35
50,agent,Middle,G65,4375072.56
50,agent,Middle,G66,5151125.00
50,agent,Middle,G67,5859165.75
50,agent,Middle,G68,5920593.52
50,agent,Middle,G69,5937993.74
50,agent,Middle,G70,4376494.83
50,agent,Middle,G71,5973823.15
50,agent,Middle,G72,6616453.03
50,agent,Middle,G73,5151125.00
50,agent,Middle,G74,5151125.00
50,agent,Middle,G75,5151125.00
50,agent,Middle,G76,5151125.00
50,agent,Middle,G77,5151115.20
50,agent,Middle,G78,6075528.98
50,agent,Middle,G79,5151125.00
50,agent,Low,G80,10100.25
50,agent,Low,G81,10301.45
50,agent,Low,G82,9897.71
50,agent,Low,G83,10158.37
50,agent,Low,G84,10097.52
50,agent,Low,G85,-75839.87
50,agent,Low,G86,10100.25
50,agent,Low,G87,9897.48
50,agent,Low,G88,10100.25
50,agent,Low,G89,10297.66
50,agent,Low,G90,9745.78
50,agent,Low,G91,10139.41
50,agent,Low,G92,9181.96
50,agent,Low,G93,10368.91
50,agent,Low,G94,-45266.60
50,agent,Low,G95,9959.57
50,agent,Low,G96,10301.72
50,agent,Low,G97,10297.70
50,agent,Low,G98,9699.06
50,agent,Low,G99,8412.95
50,firm,,F0,69239512.24
50,firm,,F1,78127475.53
50,firm,,F2,37069622.79
50,firm,,F3,74037319.42
50,firm,,F4,85195301.30
50,firm,,F5,56138779.74
50,firm,,F6,23133702.93
50,firm,,F7,46166400.71
50,firm,,F8,24067062.82
50,firm,,F9,71202444.15
50,regulator,,R0,1000000000.00
60,agent,High,G0,13958516.31
60,agent,High,G1,7690839.05
60,agent,High,G2,14160356.97
60,agent,High,G3,8040396.81
60,agent,High,G4,10626708.19
60,agent,Middle,G5,5732742.57
60,agent,Middle,G6,5245333.36
60,agent,Middle,G7,4353705.48
60,agent,Middle,G8,4365632.66
60,agent,Middle,G9,6629513.48
60,agent,Middle,G10,5094495.60
60,agent,Middle,G11,5870544.79
60,agent,Middle,G12,4356931.50
60,agent,Middle,G13,4300240.41
60,agent,Middle,G14,3141773.49
60,agent,Middle,G15,4353940.51
60,agent,Middle,G16,5987873.52
60,agent,Middle,G17,5135962.79
60,agent,Middle,G18,6411596.42
60,agent,Middle,G19,5140746.36
60,agent,Middle,G20,5099613.75
60,agent,Middle,G21,4950364.26
60,agent,Middle,G22,4391642.27
60,agent,Middle,G23,4353248.43
60,agent,Middle,G24,6508125.50
60,agent,Middle,G25,4354248.25
60,agent,Middle,G26,4376743.95
60,agent,Middle,G27,5097153.72
60,agent,Middle,G28,5099635.90
60,agent,Middle,G29,4325525.82
60,agent,Middle,G30,5861631.31
60,agent,Middle,G31,4929488.55
60,agent,Middle,G32,5974957.96
60,agent,Middle,G33,5854693.85
60,agent,Middle,G34,5099573.09
60,agent,Middle,G35,4354131.03
60,agent,Middle,G36,5099613.75
60,agent,Middle,G37,5062270.10
60,agent,Middle,G38,5630148.20
60,agent,Middle,G39,5076014.83
60,agent,Middle,G40,4486672.82
60,agent,Middle,G41,3699214.61
60,agent,Middle,G42,5207643.54
60,agent,Middle,G43,5082019.11
60,agent,Middle,G44,5134595.96
60,agent,Middle,G45,5636385.20
60,agent,Middle,G46,5131689.31
60,agent,Middle,G47,4266844.48
60,agent,Middle,G48,5101847.06
60,agent,Middle,G49,3140510.28
60,agent,Middle,G50,5093884.25
60,agent,Middle,G51,4355471.25
60,agent,Middle,G52,4979005.23
60,agent,Middle,G53,5123968.00
60,agent,Middle,G54,6572605.10
60,agent,Middle,G55,5101596.62
60,agent,Middle,G56,5103425.32
60,agent,Middle,G57,4334694.61
60,agent,Middle,G58,4394748.61
60,agent,Middle,G59,5110614.04
60,agent,Middle,G60,5206151.95
60,agent,Middle,G61,5076856.11
60,agent,Middle,G62,4941402.33
60,agent,Middle,G63,5168489.95
60,agent,Middle,G64,5875004.87
60,agent,Middle,G65,3697888.00
60,agent,Middle,G66,5103396.66
60,agent,Middle,G67,6353593.39
60,agent,Middle,G68,5861387.58
60,agent,Middle,G69,5878613.80
60,agent,Middle,G70,5346370.41
60,agent,Middle,G71,5914084.92
60,agent,Middle,G72,6550288.50
60,agent,Middle,G73,5099613.75
60,agent,Middle,G74,5099613.75
60,agent,Middle,G75,5099613.75
60,agent,Middle,G76,5099613.75
60,agent,Middle,G77,5750254.01
60,agent,Middle,G78,6128156.69
60,agent,Middle,G79,5106590.17
60,agent,Low,G80,97541.95
60,agent,Low,G81,97759.04
60,agent,Low,G82,97340.42
60,agent,Low,G83,97616.28
60,agent,Low,G84,97539.24
60,agent,Low,G85,12031.53
60,agent,Low,G86,97541.95
60,agent,Low,G87,97340.19
60,agent,Low,G88,97541.95
60,agent,Low,G89,97804.93
60,agent,Low,G90,97189.25
60,agent,Low,G91,97580.92
60,agent,Low,G92,96628.25
60,agent,Low,G93,97857.68
60,agent,Low,G94,42451.94
60,agent,Low,G95,97401.98
60,agent,Low,G96,97742.41
60,agent,Low,G97,97191.76
60,agent,Low,G98,97142.77
60,agent,Low,G99,95863.08
60,firm,,F0,68923617.53
60,firm,,F1,77752576.10
60,firm,,F2,36887703.66
60,firm,,F3,73667500.84
60,firm,,F4,84836006.39
60,firm,,F5,55859054.29
60,firm,,F6,23086694.91
60,firm,,F7,45935568.71
60,firm,,F8,24109469.82
60,firm,,F9,70976657.67
60,regulator,,R0,1005061526.83
70,agent,High,G0,15546589.50
70,agent,High,G1,7690839.05
70,agent,High,G2,14160356.97
70,agent,High,G3,8040396.81
70,agent,High,G4,9026768.92
70,agent,Middle,G5,6532287.25
70,agent,Middle,G6,5245333.36
70,agent,Middle,G7,4353705.48
70,agent,Middle,G8,4365632.66
70,agent,Middle,G9,6629513.48
70,agent,Middle,G10,4329239.43
70,agent,Middle,G11,5870544.79
70,agent,Middle,G12,4356931.50
70,agent,Middle,G13,4852937.31
70,agent,Middle,G14,3141773.49
70,agent,Middle,G15,4353940.51
70,agent,Middle,G16,5987873.52
70,agent,Middle,G17,5135962.79
70,agent,Middle,G18,6411596.42
70,agent,Middle,G19,5142892.97
70,agent,Middle,G20,5099613.75
70,agent,Middle,G21,4950364.26
70,agent,Middle,G22,4391642.27
70,agent,Middle,G23,4353248.43
70,agent,Middle,G24,6508125.50
70,agent,Middle,G25,4354248.25
70,agent,Middle,G26,3717402.54
70,agent,Middle,G27,6738182.08
70,agent,Middle,G28,5099635.90
70,agent,Middle,G29,4279423.46
