run,type,max,min,median,mean,stddev
26,agent,25572696.744501393,1806706.609066223,4092498.1222871915,4718581.364588648,3223055.031740123
26,firm,64284657.46627696,24851378.6526199,51952485.59939832,48432516.307803735,13292233.46324
27,agent,28302856.423106372,2372551.7049409216,3905371.306211095,4742722.505963058,3286116.8918355657
27,firm,64122614.86297148,20489226.78087615,44825742.24597614,40573370.951499894,15251292.71273049
28,agent,32477598.04902907,1992751.0241123526,3882149.8853205033,4626665.877874665,3584449.2807524
28,firm,63510412.080055594,18451648.922200684,34253652.53763069,34851247.175493866,15636474.022488069
29,agent,22505782.343629047,2154182.7478839094,4187428.143290639,4742817.046638829,3130148.764000267
29,firm,65250689.399411775,19100528.37116583,29987541.84508767,33501184.930446543,14080202.67442559
30,agent,26353198.255075634,2391180.8308944367,3975066.0925423866,4824136.04774778,3358105.641153364
30,firm,64029464.6276479,22931222.73226553,47232157.38777792,44560290.61153972,12679110.044779258
31,agent,24293605.653971657,2006718.515993443,3942244.3941386472,4669360.863933989,3212631.696300385
31,firm,62168359.80500375,23003587.83731042,38436971.702784434,40550671.97480463,12842155.628174927
32,agent,26220719.098247226,2158165.092910741,3989711.932764947,4785191.816769959,3282756.0631362475
32,firm,66742973.27266224,15868081.478114631,27333827.30138825,30507104.407706212,16008841.67158723
33,agent,25548452.948712762,2288231.7153620855,3921816.261278204,4684958.410234338,3277520.04500953
33,firm,64297191.269544214,17569881.5883751,30047933.899559036,33524728.426796667,15683183.973135034
34,agent,23276270.915755514,2106341.3763904166,4117704.363225596,4828581.911807175,3192118.013385573
34,firm,67229900.79609196,23298114.296186555,49303411.84432313,45597019.52104166,17066466.51336954
35,agent,26828790.62995068,2130810.8553854995,4036417.844920285,4709960.952144373,3353212.4514497584
35,firm,65871003.83472295,26604578.545103855,56457319.3479172,51642960.41378282,13974414.122525105
36,agent,19639906.831271518,2406985.9431804335,3902853.082878612,4797084.122793892,3043570.644114931
36,firm,67763903.58560018,24910158.819069978,47893253.099326536,49075232.100424334,12164918.463083893
37,agent,24013248.832459945,2306178.1931021805,3845928.312059235,4767031.936179981,3228751.9644935913
37,firm,63509807.811301485,21515624.078024797,41614945.596880585,41739706.61138543,16812317.61983608
38,agent,18741101.35709487,1829870.8826674293,3934418.530489657,4705457.816190762,3061244.846071807
38,firm,65353916.981420316,20881496.259995557,38600551.32857312,40282676.03900939,16897081.32725431
39,agent,32171430.611373153,2017567.8796358556,4200310.67801931,4711043.821020782,3517679.010056552
39,firm,65331682.236407295,17305950.99986604,29419199.408618163,33984648.26725401,17484632.229814775
40,agent,20870252.091563996,2029460.444937033,4081573.6321913293,4706784.1210158765,3084247.4570667013
40,firm,58041038.7252911,19406673.093137063,31762121.339599185,35687997.86238031,12943593.778807968
