run,type,max,min,median,mean,stddev
34,firm,78657411.05638915,14174631.510391435,24522402.61503648,34937392.37981149,23747278.5118036
35,agent,21530063.034037113,2374060.546743945,3979468.3776397714,4718910.721772458,3024187.101361156
35,firm,93409276.23875172,15631178.342271393,22651459.114679817,41413069.80333089,29220046.703087844
36,agent,24762377.953690015,2446146.9193005846,4007306.0119806016,4750068.059622073,3352915.880120829
36,firm,87043238.43563506,18870606.211596623,34765278.12841015,37339394.58387348,20777365.320185684
37,agent,20492075.862581775,2437091.3725349996,4058555.760317378,4721242.548663189,3137049.8142511677
37,firm,64886667.05697468,16695435.645598233,30380167.293204382,35770439.332534075,17730119.78536228
38,agent,33968414.20191816,2530351.657281365,4056088.801641496,4775177.970892816,3700673.9387892988
38,firm,62240373.01067731,9345140.341108773,29308555.335695077,25834164.992061898,14117595.719273474
39,agent,25946256.732914567,2661882.7811139063,4223468.637680754,4826900.6487056175,3253701.667789554
39,firm,73769378.99388106,10400984.559160037,17346999.007954914,30297766.593546167,22498089.357303515
40,agent,21533871.544477865,2534141.7216293784,4176436.043964427,4894007.732827232,3193053.1047132853
40,firm,74216449.2770575,7510798.640957569,21111386.234152682,26659938.226810973,18617402.93750847
41,agent,32218050.256552402,2503885.999534377,4329004.085085874,4905317.002245058,3759761.9016743163
41,firm,100783664.79550993,13084704.285885137,23448708.270837367,37145077.34898164,29677733.550404575
42,agent,34575244.30170553,2410740.8761174497,4091916.8106624186,4786429.326147711,3617781.0634101713
42,firm,64012360.807375506,9938862.878314145,14388186.453462206,22879834.20765358,16779982.91133526
43,agent,24781805.78024602,2547138.087592786,4085347.8661922207,4749226.985339446,3254403.0392597257
43,firm,32564981.01092728,7782187.861417006,15849381.519811008,17315784.070859827,8279623.797489303
44,agent,22441811.5260812,2397676.3076985436,4090563.470127589,4749771.97725593,3112529.6063231546
44,firm,44817490.07674464,11186763.637970362,26819323.057589017,26681410.324325018,11553435.349138767
45,agent,37744823.15537931,2475967.240362099,4476922.286994288,4825196.538913584,3965360.4650435974
45,firm,98981741.13370055,11765581.832203511,19027545.155872416,32200703.70359107,25791277.248507187
46,agent,29173318.0380639,2391477.7037388636,4046160.526002816,4738389.76767822,3735486.2171647134
46,firm,94624638.57141131,25221580.316977914,66048352.67028556,54521501.87538787,26779086.801234104
47,agent,27232889.04397384,2538286.768097744,4290774.977606101,4843551.843712235,3474457.650261991
47,firm,110710385.64466557,19386278.10965503,23153075.329108242,35065224.46524517,24270661.996406592
48,agent,23217197.2962722,2426692.530576994,4168558.441326786,4805028.928005067,3091549.9737533415
48,firm,46443811.84032629,14674043.367916182,30130192.66499488,30574674.559085432,12548453.787206715
49,agent,20222967.865051396,2431530.7985049766,4183568.5083670476,4750172.68961851,3093093.3279938907
49,firm,88003991.74630398,19123473.575912222,33317414.72775683,35266362.59865653,18436032.506655328
